variant,iteration,model_id,sampler_temp,sampler_top_p,sampler_top_k,quality_score,overall_score,speed_score,reliability_score,value_score,generation_tok_per_sec,total_runtime_sec,analysis_failure_classes_json,analysis_json,benchloop_model_id,iteration_id,model_alias,policy_enabled_features,policy_json,policy_version,run_id,run_json,suite_agent_median_latency_ms,suite_agent_pass_count,suite_agent_score,suite_agent_task_count,suite_coding_median_latency_ms,suite_coding_pass_count,suite_coding_score,suite_coding_task_count,suite_dataextract_median_latency_ms,suite_dataextract_pass_count,suite_dataextract_score,suite_dataextract_task_count,suite_instructfollow_median_latency_ms,suite_instructfollow_pass_count,suite_instructfollow_score,suite_instructfollow_task_count,suite_reasonmath_median_latency_ms,suite_reasonmath_pass_count,suite_reasonmath_score,suite_reasonmath_task_count,suite_speed_median_latency_ms,suite_speed_pass_count,suite_speed_score,suite_speed_task_count,suite_toolcall_median_latency_ms,suite_toolcall_pass_count,suite_toolcall_score,suite_toolcall_task_count
gemma4_harness_optimized_17x,6,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,75.975,72.56128370786517,71.01,66.29213483146067,24.51020153456951,48.66471322695772,378.6543152919912,"{""tool_partial_batch"":1,""coding_semantic"":6,""semantic_extraction"":11,""format_or_instruction"":7,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter06,iteration-06,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-06,2026-06-06T16:21:32.946238+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter06,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,4950.483916996745,6,62.5,12,3680.167458980577,7,79.47,15,934.653791016899,8,66.67,15,8737.394166993909,7,50.33,15,3031.3550000137184,9,71.01,9,770.6868330133148,15,100,15
gemma4_harness_optimized_17x,6,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,76.88666666666667,72.59119475655432,61.63,71.91011235955057,16.023419989716828,28.981056650307764,619.7553566659917,"{""tool_partial_batch"":2,""format_cleanup"":1,""coding_semantic"":6,""semantic_extraction"":9,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter06,iteration-06,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-06,2026-06-06T16:27:55.143600+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter06,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,6,90.62,8,8364.801770978374,5,54.17,12,6088.20412500063,12,88.75,15,1713.701000000583,8,67.78,15,12378.702624992002,9,60,15,5228.137083002366,9,61.63,9,957.8443329955917,15,100,15
gemma4_harness_optimized_17x,7,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,71.35166666666667,68.95285486891386,71.3,61.79775280898876,21.784608195510092,49.4052326245905,377.951459666976,"{""tool_partial_batch"":3,""coding_semantic"":7,""format_cleanup"":2,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter07,iteration-07,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-07,2026-06-06T16:38:18.190327+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter07,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,6,90.62,8,4959.4392709987005,3,39.58,12,3709.4883329991717,8,78.68,15,986.2022080051247,6,62.23,15,9061.430708999978,8,57,15,3076.2052499921992,9,71.3,9,510.11862501036376,15,100,15
gemma4_harness_optimized_17x,7,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,74.90499999999999,70.35368258426966,61.51,67.41573033707866,14.514391313168518,28.74264795122707,586.6157064579893,"{""tool_partial_batch"":1,""coding_semantic"":6,""format_cleanup"":2,""semantic_extraction"":9,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter07,iteration-07,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-07,2026-06-06T16:44:39.685606+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter07,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,8346.726125004352,4,45.83,12,6055.218124995008,8,82.83,15,1759.4082920113578,9,68.89,15,11504.513916006545,9,60,15,5220.440916978987,9,61.51,9,881.1471670051105,14,95,15
gemma4_harness_optimized_17x,8,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,70.34,67.76664044943821,70.96,59.55056179775281,20.330344127439773,48.535164171386945,383.0793211669952,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":11,""numeric_string"":1,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter08,iteration-08,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-08,2026-06-06T16:54:29.647458+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter08,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,6,93.75,8,4931.002312005148,3,41.67,12,3915.9660000004806,6,69.95,15,988.921542011667,6,63.34,15,9374.700374988606,8,53.33,15,3114.6500000031665,9,70.96,9,518.2191249914467,15,100,15
gemma4_harness_optimized_17x,8,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,75.72,71.37173033707866,61.55,69.66292134831461,15.21844293518255,28.85080477376853,624.3884922089928,"{""tool_partial_batch"":4,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter08,iteration-08,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-08,2026-06-06T17:00:56.259150+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter08,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,6,87.5,8,8345.745604019612,5,56.25,12,6550.633500010008,10,86.68,15,1670.1472499989904,9,68.89,15,11611.288417014293,9,60,15,5149.692500010133,9,61.55,9,873.3980839897413,14,95,15
gemma4_harness_optimized_17x,9,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,72.79833333333333,70.28831928838952,71.19,64.04494382022472,22.92409742265939,49.168386846544,378.9227182919858,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":12,""format_or_instruction"":9,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter09,iteration-09,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-09,2026-06-06T17:11:23.960852+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter09,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,7,93.75,8,4916.046083497349,3,41.67,12,3941.7242920026183,8,81.37,15,953.3725829969626,6,60,15,9416.15649999585,9,60,15,3096.537083009025,9,71.19,9,523.7482500087935,15,100,15
gemma4_harness_optimized_17x,9,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,76.545,71.80748033707866,61.46,69.66292134831461,15.350657662896396,28.787799965817687,573.665676582983,"{""tool_partial_batch"":1,""coding_semantic"":7,""format_cleanup"":1,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter09,iteration-09,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-09,2026-06-06T17:17:46.405031+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter09,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,8330.461145495065,4,47.92,12,6046.389916999033,10,87.8,15,1733.331208000891,8,66.67,15,11645.630166021874,9,60,15,5196.504249994177,9,61.46,9,892.3926250135992,15,100,15
gemma4_harness_optimized_17x,10,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,71.16333333333334,68.78527153558053,70.98,61.79775280898876,21.346889899824628,48.540656392278756,380.48332041699905,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":12,""numeric_string"":1,""format_or_instruction"":8,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter10,iteration-10,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-10,2026-06-06T17:27:23.368371+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter10,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,6,93.75,8,4939.363229001174,3,41.67,12,3528.6000829946715,8,76.78,15,993.1534589850344,7,64.45,15,8947.848000010708,7,50.33,15,3069.530750013655,9,70.98,9,534.6986250078771,15,100,15
gemma4_harness_optimized_17x,10,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,74.5,70.10493258426968,61.38,67.41573033707866,14.385493708770506,28.642258167350665,603.6610651670198,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":2,""semantic_extraction"":9,""format_or_instruction"":7,""semantic_math"":4,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter10,iteration-10,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-10,2026-06-06T17:33:47.369611+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter10,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,8317.664166999748,2,33.33,12,6126.13970899838,10,85.12,15,1802.0742500084452,8,70,15,10957.119833008619,10,66.67,15,5210.411332984222,9,61.38,9,1223.5892910102848,14,95,15
gemma4_harness_optimized_17x,11,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,75.31166666666667,71.62865262172285,70.98,64.04494382022472,23.432313664143756,48.58118057030362,381.3510457910015,"{""tool_partial_batch"":3,""coding_semantic"":6,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter11,iteration-11,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-11,2026-06-06T17:43:54.320051+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter11,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,5,90.62,8,4909.446166493581,5,54.17,12,3388.357999996515,6,79.3,15,960.4677500028629,8,67.78,15,9078.732041991316,9,60,15,3100.612749985885,9,70.98,9,525.3156249818858,15,100,15
gemma4_harness_optimized_17x,11,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,72.575,68.78928370786517,61.5,66.29213483146067,13.862507948517099,28.813283918284924,618.1331450829748,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter11,iteration-11,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-11,2026-06-06T17:50:19.244788+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter11,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,6,90.62,8,8384.398249996593,3,41.67,12,6139.9982500006445,12,87.05,15,1623.9090410235804,6,61.11,15,12462.368874985259,9,60,15,5243.015541986097,9,61.5,9,884.0211659844499,14,95,15
gemma4_harness_optimized_17x,12,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,70.47166666666666,67.85705711610487,71.05,59.55056179775281,20.482720658723387,48.80757569172628,383.4959948750038,"{""tool_partial_batch"":2,""coding_semantic"":7,""format_cleanup"":1,""semantic_extraction"":10,""format_or_instruction"":8,""semantic_math"":8,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter12,iteration-12,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-12,2026-06-06T18:00:40.690608+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter12,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,6,93.75,8,4905.616749994806,4,47.92,12,3495.6587080087047,7,83.38,15,997.874666005373,7,64.45,15,9804.068249999546,5,33.33,15,3057.7768329821993,9,71.05,9,620.4464159964118,15,100,15
gemma4_harness_optimized_17x,12,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,75.925,71.48248033707866,61.54,69.66292134831461,15.240426359291819,28.81446983922954,601.252435250004,"{""tool_partial_batch"":1,""coding_semantic"":8,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter12,iteration-12,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-12,2026-06-06T18:07:07.723524+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter12,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,8356.742937496165,4,50,12,5965.070875012316,11,85,15,1709.40208400134,8,66.67,15,12050.762375001796,8,57,15,5209.712208976271,9,61.54,9,1214.547624986153,15,100,15
gemma4_harness_optimized_17x,13,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,74.92666666666666,71.48490262172285,71.32,64.04494382022472,23.687680527088236,49.36296933401204,370.5038852499856,"{""tool_partial_batch"":1,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":8,""semantic_math"":7,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter13,iteration-13,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-13,2026-06-06T18:17:12.283983+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter13,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,4943.831687502097,5,56.25,12,3812.649333005538,7,81.65,15,965.9644160128664,7,64.45,15,8572.671125002671,7,50.33,15,3061.503042001277,9,71.32,9,523.3172920125071,15,100,15
gemma4_harness_optimized_17x,13,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,76.615,72.72267696629214,61.63,73.03370786516854,16.224111245795207,28.99504316539287,608.6745846249978,"{""coding_semantic"":6,""format_cleanup"":2,""semantic_extraction"":10,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter13,iteration-13,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-13,2026-06-06T18:23:26.377265+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter13,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,8,100,8,8351.850082995952,4,45.83,12,6123.800999979721,11,84.97,15,1616.2981670058798,9,68.89,15,11136.314040981233,9,60,15,5180.1513340033125,9,61.63,9,1244.480207999004,15,100,15
gemma4_harness_optimized_17x,14,gemma-4-E2B-it-qat-UD-Q4_K_XL,1,0.95,64,70.63166666666667,68.27995599250937,71.32,60.67415730337079,21.20903026201619,49.490017155232565,387.59719004199724,"{""tool_partial_batch"":1,""coding_semantic"":9,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter14,iteration-14,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-14,2026-06-06T18:33:38.362409+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter14,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,4931.532333503128,3,43.75,12,3588.4775000158697,8,80.38,15,946.5309589868411,6,61.11,15,9188.35658300668,7,46.67,15,3077.6034589798655,9,71.32,9,514.7021660231985,14,95,15
gemma4_harness_optimized_17x,14,gemma-4-E4B-it-qat-UD-Q4_K_XL,1,0.95,64,76.07833333333333,70.987015917603,61.45,67.41573033707866,14.722290070177044,28.704708222791353,600.9901812500029,"{""tool_partial_batch"":1,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter14,iteration-14,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-14,2026-06-06T18:40:09.517497+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter14,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0,7,96.88,8,8334.218208488892,5,56.25,12,5914.143834001152,8,81.67,15,1748.3333340205718,8,66.67,15,11610.406624997267,9,60,15,5193.632832990261,9,61.45,9,895.4618749849033,14,95,15
