variant,iteration,model_id,suite_name,task_id,trial_trial_index,trial_warmup,trial_passed,trial_score,trial_latency_ms,trial_tokens_generated,trial_tokens_prompt,trial_error,analysis_failure_classes_json,analysis_json,benchloop_model_id,iteration_id,model_alias,policy_enabled_features,policy_json,policy_version,run_id,run_json,sampler_temp,sampler_top_k,sampler_top_p,trial_speed_metrics_generation_tok_per_sec,trial_speed_metrics_prompt_eval_tok_per_sec,trial_speed_metrics_total_latency_ms,trial_speed_metrics_ttft_ms
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-001,2,false,true,59.48,6278.411667008186,160,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,25.484152439504474,0,6278.411667008186,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-001,3,false,true,63.68,4947.171250008978,159,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,32.1395787541641,0,4947.171250008978,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-002,1,true,true,64.46,4766.936791012995,160,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,33.56453148312028,0,4766.936791012995,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-002,2,false,true,72.32,3086.902833019849,160,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,51.831887381915266,0,3086.902833019849,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-002,3,false,true,72.63,3035.841167002218,160,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,52.703679539991924,0,3035.841167002218,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-003,1,true,true,72.16,3115.448666998418,160,17,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,51.356968803518164,0,3115.448666998418,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-003,2,false,true,72.46,3064.2627499764785,160,17,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,52.21484352189712,0,3064.2627499764785,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-medium-003,3,false,true,72.24,3101.5830409887712,160,17,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,51.58656011640839,0,3101.5830409887712,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-001,1,true,true,72.07,5008.838583016768,256,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,51.10965261847468,0,5008.838583016768,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-001,2,false,true,72.8,4809.949040994979,256,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,53.22301708773284,0,4809.949040994979,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-001,3,false,true,73.52,4624.430124997161,256,20,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,55.35817237592214,0,4624.430124997161,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-002,1,true,true,73.03,4750.208167009987,256,21,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,53.89237502851142,0,4750.208167009987,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-002,2,false,true,72.26,4956.284207990393,256,21,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,51.651598103935086,0,4956.284207990393,0
gemma4_harness_optimized_17x,1,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,speed-long-002,3,false,true,72.41,4916.278375021648,256,21,,"{""tool_partial_batch"":4,""format_cleanup"":12,""numeric_string"":5,""semantic_extraction"":5,""invalid_json"":3,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":9,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":2}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T14:48:36.486656+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,52.07190896688652,0,4916.278375021648,0
