variant,iteration,model_id,suite_name,suite_score,suite_task_count,suite_pass_count,suite_fail_count,suite_median_latency_ms,analysis_failure_classes_json,analysis_json,benchloop_model_id,iteration_id,model_alias,policy_enabled_features,policy_json,policy_version,run_id,run_json,sampler_temp,sampler_top_k,sampler_top_p,suite_json
gemma4_harness_optimized_17x,1,gemma-4-E4B-it-qat-UD-Q4_K_XL,instructfollow,70,15,9,6,1848.3281249937136,"{""tool_partial_batch"":2,""format_cleanup"":12,""numeric_string"":3,""semantic_extraction"":5,""invalid_json"":2,""format_or_instruction"":6,""semantic_math"":6,""answer_line"":4,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":1}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T15:05:37.370090+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""instructfollow"",""score"":70,""task_count"":15,""pass_count"":9,""fail_count"":6,""median_latency_ms"":1848.3281249937136}"
gemma4_harness_optimized_17x,1,gemma-4-E4B-it-qat-UD-Q4_K_XL,reasonmath,33.33,15,5,10,8789.991791010834,"{""tool_partial_batch"":2,""format_cleanup"":12,""numeric_string"":3,""semantic_extraction"":5,""invalid_json"":2,""format_or_instruction"":6,""semantic_math"":6,""answer_line"":4,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":1}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T15:05:37.370090+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""reasonmath"",""score"":33.33,""task_count"":15,""pass_count"":5,""fail_count"":10,""median_latency_ms"":8789.991791010834}"
gemma4_harness_optimized_17x,1,gemma-4-E4B-it-qat-UD-Q4_K_XL,speed,61.17,9,9,0,5297.983374999603,"{""tool_partial_batch"":2,""format_cleanup"":12,""numeric_string"":3,""semantic_extraction"":5,""invalid_json"":2,""format_or_instruction"":6,""semantic_math"":6,""answer_line"":4,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":1}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T15:05:37.370090+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""speed"",""score"":61.17,""task_count"":9,""pass_count"":9,""fail_count"":0,""median_latency_ms"":5297.983374999603}"
gemma4_harness_optimized_17x,1,gemma-4-E4B-it-qat-UD-Q4_K_XL,toolcall,80,15,11,4,987.7897080150433,"{""tool_partial_batch"":2,""format_cleanup"":12,""numeric_string"":3,""semantic_extraction"":5,""invalid_json"":2,""format_or_instruction"":6,""semantic_math"":6,""answer_line"":4,""speed_measurement"":9,""tool_missing"":2,""tool_unneeded"":1}",results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,iteration-01,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-01,2026-06-06T15:05:37.370090+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter01,results/benchloop/gemma4-harness-optimized/iteration-01/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""toolcall"",""score"":80,""task_count"":15,""pass_count"":11,""fail_count"":4,""median_latency_ms"":987.7897080150433}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,agent,90.62,8,6,2,0,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""agent"",""score"":90.62,""task_count"":8,""pass_count"":6,""fail_count"":2,""median_latency_ms"":0}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,coding,0,12,0,12,5034.448708494892,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""coding"",""score"":0,""task_count"":12,""pass_count"":0,""fail_count"":12,""median_latency_ms"":5034.448708494892}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,dataextract,69.42,15,6,9,3767.2993329761084,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""dataextract"",""score"":69.42,""task_count"":15,""pass_count"":6,""fail_count"":9,""median_latency_ms"":3767.2993329761084}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,instructfollow,64.45,15,7,8,980.7887499919161,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""instructfollow"",""score"":64.45,""task_count"":15,""pass_count"":7,""fail_count"":8,""median_latency_ms"":980.7887499919161}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,reasonmath,13.33,15,2,13,5243.08466698858,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""reasonmath"",""score"":13.33,""task_count"":15,""pass_count"":2,""fail_count"":13,""median_latency_ms"":5243.08466698858}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,speed,70.62,9,9,0,3126.1953329958487,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""speed"",""score"":70.62,""task_count"":9,""pass_count"":9,""fail_count"":0,""median_latency_ms"":3126.1953329958487}"
gemma4_harness_optimized_17x,2,gemma-4-E2B-it-qat-UD-Q4_K_XL,toolcall,100,15,15,0,466.5363329986576,"{""tool_partial_batch"":2,""format_cleanup"":12,""semantic_extraction"":10,""numeric_string"":1,""format_or_instruction"":8,""answer_line"":5,""semantic_math"":8,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E2B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:14:34.839460+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""toolcall"",""score"":100,""task_count"":15,""pass_count"":15,""fail_count"":0,""median_latency_ms"":466.5363329986576}"
gemma4_harness_optimized_17x,2,gemma-4-E4B-it-qat-UD-Q4_K_XL,agent,96.88,8,7,1,0,"{""tool_partial_batch"":1,""format_cleanup"":11,""semantic_extraction"":9,""numeric_string"":1,""format_or_instruction"":7,""semantic_math"":9,""answer_line"":3,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:20:02.197953+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""agent"",""score"":96.88,""task_count"":8,""pass_count"":7,""fail_count"":1,""median_latency_ms"":0}"
gemma4_harness_optimized_17x,2,gemma-4-E4B-it-qat-UD-Q4_K_XL,coding,8.33,12,1,11,8428.271562501322,"{""tool_partial_batch"":1,""format_cleanup"":11,""semantic_extraction"":9,""numeric_string"":1,""format_or_instruction"":7,""semantic_math"":9,""answer_line"":3,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter02,iteration-02,gemma-4-E4B-it-qat-UD-Q4_K_XL,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,iter-02,2026-06-06T15:20:02.197953+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter02,results/benchloop/gemma4-harness-optimized/iteration-02/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,1,64,0.95,"{""suite"":""coding"",""score"":8.33,""task_count"":12,""pass_count"":1,""fail_count"":11,""median_latency_ms"":8428.271562501322}"
