variant,backend_mode,run_id,run_json,model_id,provider,harness,suite_name,task_id,task_suite,task_passed,task_score,task_latency_ms,task_tokens_generated,task_tokens_prompt,task_error,task_output,task_speed_metrics_ttft_ms,task_speed_metrics_prompt_eval_tok_per_sec,task_speed_metrics_generation_tok_per_sec,task_speed_metrics_total_latency_ms,task_eval_count,task_eval_duration,task_prompt_eval_count,task_prompt_eval_duration,task_load_duration,task_selected_trial,task_warmup_dropped,task_selection_method,task_metadata_json
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-flatten-nested,coding,true,100,33189.31512499694,569,70,,"def flatten(lst: list) -> list:
    """"""
    Flattens an arbitrarily nested list into a single-level list.
    """"""
    flat_list = []
    for item in lst:
        # Check if the item is a list (but not a string, 
        # as strings are technically iterable)
        if isinstance(item, list):
            # Recursively call flatten and extend the result
            flat_list.extend(flatten(item))
        else:
            flat_list.append(item)
    return flat_list

# Examples
print(flatten([1, [",,,,,,,,,,,,,"{""stdout"":""[1, 2, 3, 4, 5]\n[1, 2, 3, 4]\n[1, 'hello', 2, 3]\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-bug-fix-off-by-one,coding,true,100,19945.15387499996,340,118,,"def binary_search(arr, target):
    left, right = 0, len(arr) - 1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
    return -1",,,,,,,,,,,,,"{""stdout"":""PASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-json-validator,coding,true,100,39509.84295801027,687,98,,"def validate_user(data: dict) -> tuple[bool, list[str]]:
    """"""
    Validates a user dictionary for required fields and specific constraints.
    
    Args:
        data (dict): Dictionary containing 'name', 'email', and 'age'.
        
    Returns:
        tuple[bool, list[str]]: (True, []) if valid, (False, [errors]) otherwise.
    """"""
    errors = []

    # Validate 'name'
    name = data.get('name')
    if not isinstance(name, str) or not name.strip():
        errors.append(""Field 'name' mu",,,,,,,,,,,,,"{""stdout"":""(True, [])\n(False, [\""Field 'name' must be a non-empty string.\"", \""Field 'email' must be a string containing '@'.\"", \""Field 'age' must be between 0 and 150.\""])\n(False, [\""Field 'age' must be an integer.\""])\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-retry-decorator,coding,true,100,35603.420667001046,625,64,,"import time
import functools

def retry(max_attempts=3, delay=1.0):
    """"""
    A decorator that retries a function call upon encountering an exception.
    
    :param max_attempts: Total number of times to try the function (including the first call).
    :param delay: Seconds to wait between attempts.
    """"""
    def decorator(func):
        @functools.wraps(func)
        def wrapper(*args, **kwargs):
            last_exception = None
            
            for attempt in range(1, max_attemp",,,,,,,,,,,,,"{""stdout"":""Attempting to connect to API...\nAttempt 1/4 failed: Server is unreachable\nAttempting to connect to API...\nAttempt 2/4 failed: Server is unreachable\nAttempting to connect to API...\nAttempt 3/4 failed: Server is unreachable\nAttempting to connect to API...\nAttempt 4/4 failed: Server is unreachable\nFinal failure: Server is unreachable\nAttempt 1/3 failed: not yet\nAttempt 2/3 failed: not yet\nAttempt 1/2 failed: boom\nAttempt 2/2 failed: boom\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-deduplicate-preserve-order,coding,true,100,27413.150499996846,474,43,,"def dedupe(lst: list) -> list:
    """"""
    Removes duplicates from a list while preserving the order 
    of the first occurrence of each element.
    """"""
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            result.append(item)
            seen.add(item)
    return result

# Example usage:
# input_list = [1, 2, 3, 2, 1, 4, 5, 3]
# Output: [1, 2, 3, 4, 5]",,,,,,,,,,,,,"{""stdout"":""PASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-add-error-handling,coding,true,100,35935.685707998346,616,73,,"def get_nested_value(data, keys):
    """"""
    Safely retrieves a nested value from a dictionary or list.
    Returns None if any key/index is missing or if the path is invalid.
    """"""
    result = data
    try:
        for key in keys:
            # This handles both dict[key] and list[index]
            result = result[key]
        return result
    except (KeyError, IndexError, TypeError):
        # KeyError: Key not found in dict
        # IndexError: List index out of range
        # TypeEr",,,,,,,,,,,,,"{""stdout"":""PASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-lru-cache,coding,true,100,52822.95037500444,908,85,,"from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        """"""
        Initialize the LRU cache with a fixed capacity.
        """"""
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: str) -> int | None:
        """"""
        Return the value of the key if it exists, otherwise return None.
        Move the accessed key to the end to mark it as most recently used.
        """"""
        if key not in self.cache:
          ",,,,,,,,,,,,,"{""stdout"":""1\nNone\n3\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-rate-limiter,coding,true,100,38575.35749999806,667,72,,"import time
from collections import deque

class RateLimiter:
    def __init__(self, max_calls: int, window_seconds: float):
        """"""
        :param max_calls: Maximum number of calls allowed within the window.
        :param window_seconds: The duration of the sliding window in seconds.
        """"""
        self.max_calls = max_calls
        self.window_seconds = window_seconds
        # Use a deque to store timestamps of successful calls
        self.calls = deque()

    def allow(self) -> b",,,,,,,,,,,,,"{""stdout"":""Call 1: Allowed\nCall 2: Allowed\nCall 3: Allowed\nCall 4: Rate Limited\nCall 5: Allowed\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-async-to-sync-refactor,coding,true,100,26973.7479579926,449,220,,"def step1(data: list[int]) -> list[int]:
    return [x * 2 for x in data]

def step2(data: list[int]) -> list[int]:
    return [x for x in data if x > 4]

def step3(data: list[int]) -> int:
    return sum(data)

def process_pipeline_sync(data: list[int]) -> int:
    # The data flows linearly through the functions
    result1 = step1(data)
    result2 = step2(result1)
    result3 = step3(result2)
    return result3

# Example usage:
# data = [1, 2, 3, 4, 5]
# step1: [2, 4, 6, 8, 10]
# step2: [6, ",,,,,,,,,,,,,"{""stdout"":""PASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,coding,coding-parse-log-entries,coding,true,100,44774.74074999918,769,89,,"import re

def parse_logs(text: str) -> list[dict]:
    """"""
    Parses log lines in the format: [YYYY-MM-DD HH:MM:SS] LEVEL: message
    Returns a list of dictionaries containing 'timestamp', 'level', and 'message'.
    Skips malformed lines.
    """"""
    # Regex breakdown:
    # ^\[(\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2})\] : Matches [YYYY-MM-DD HH:MM:SS] and captures the date
    # \s+                                         : Matches one or more spaces
    # ([A-Z]+)                              ",,,,,,,,,,,,,"{""stdout"":""{'timestamp': '2023-10-01 12:00:01', 'level': 'INFO', 'message': 'System started successfully.'}\n{'timestamp': '2023-10-01 12:05:30', 'level': 'ERROR', 'message': 'Failed to connect to database.'}\n{'timestamp': '2023-10-01 12:10:00', 'level': 'WARNING', 'message': 'High memory usage detected.'}\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-49-38-780381-00-00-gemma-4-12B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-12B-it-qat-UD-Q4_K_XL.run.json,gemma-4-12B-it-qat-UD-Q4_K_XL,openai_compat,raw,dataextract,de-01,dataextract,true,100,11284.044915999402,148,414,,"{
  ""name"": ""Dr. Sarah Chen, Ph.D."",
  ""title"": ""Senior Research Scientist"",
  ""company"": ""BioGen Therapeutics, Inc."",
  ""address"": ""1420 Harbor Blvd, Suite 300"",
  ""city"": ""San Diego"",
  ""state"": ""CA"",
  ""zip"": ""92101"",
  ""phone"": ""(858) 555-0147"",
  ""email"": ""s.chen@biogentherapeutics.com"",
  ""linkedin_url"": ""linkedin.com/in/sarahchen-phd""
}",,,,,,,,,,,,,"{""scenario_id"":""DE-01"",""evaluation_status"":""pass"",""summary"":""10/10 atomic fields correct (100%). shape ok, fields only, no missing fields."",""note"":"""",""category"":""A"",""title"":""Business Card / Contact Info""}"
