variant,base_model,sampler_label,sampler_id,temp,top_p,top_k,run_id,run_json,model_id,suite_name,task_id,task_passed,task_score,task_latency_ms,task_tokens_generated,task_tokens_prompt,task_error,task_output,task_speed_metrics_ttft_ms,task_speed_metrics_prompt_eval_tok_per_sec,task_speed_metrics_generation_tok_per_sec,task_speed_metrics_total_latency_ms,task_selected_trial,task_warmup_dropped,task_selection_method,task_metadata_json
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,coding,coding-rate-limiter,true,100,42117.812874988886,1240,68,,"import time
from collections import deque

class RateLimiter:
    """"""
    A rate limiter that allows a specified number of calls within a sliding time window.
    """"""
    def __init__(self, max_calls: int, window_seconds: float):
        """"""
        Initializes the RateLimiter.

        Args:
            max_calls: The maximum number of calls allowed in the window.
            window_seconds: The duration of the sliding window in seconds.
        """"""
        if max_calls <= 0 or window_seconds <",,,,,,,,"{""stdout"":""Rate Limiter initialized: 3 calls per 5.0 seconds.\n\n--- Test 1: Burst ---\nCall 1: Allowed? True\nCall 2: Allowed? True\nCall 3: Allowed? True\nCall 3 was the last allowed call.\nCall 4: Allowed? False\nCall 4 was blocked (Limit reached).\n\n--- Test 2: Waiting for window to slide ---\nWaiting 5.5 seconds...\nCall after wait: Allowed? True\n\n--- Test 3: Rapid calls after reset ---\nCall 1: Allowed? True\nCall 2: Allowed? True\nCall 3: Allowed? False\nCall 4: Allowed? False\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,coding,coding-async-to-sync-refactor,true,100,26467.719834006857,778,216,,"def process_pipeline_sync(data: list[int]) -> int:
    """"""
    Processes the data through the pipeline synchronously to produce the same result
    as the original callback-based implementation.
    """"""
    # Step 1: step1(data, step1_done)
    # step1 multiplies every element by 2
    result1 = [x * 2 for x in data]

    # Step 2: step2(result1, step2_done)
    # step2 filters elements greater than 4
    result2 = [x for x in result1 if x > 4]

    # Step 3: step3(result2, step3_done)
    # ste",,,,,,,,"{""stdout"":""PASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,coding,coding-parse-log-entries,true,100,19681.88504097634,578,85,,"import re

def parse_logs(text: str) -> list[dict]:
    """"""
    Parses log lines in the format: [YYYY-MM-DD HH:MM:SS] LEVEL: message
    into a list of dicts with keys 'timestamp', 'level', 'message'.
    Skips malformed lines.

    Args:
        text: A string containing the log data, potentially with multiple lines.

    Returns:
        A list of dictionaries, where each dictionary represents a parsed log entry.
    """"""
    parsed_logs = []
    
    # Regex to capture the three main parts:
  ",,,,,,,,"{""stdout"":""[{'level': 'INFO',\n  'message': 'System started successfully.',\n  'timestamp': '2023-10-27 10:00:00'},\n {'level': 'ERROR',\n  'message': 'Database connection failed.',\n  'timestamp': '2023-10-27 10:01:15'},\n {'level': 'DEBUG',\n  'message': 'Processing request ID 12345.',\n  'timestamp': '2023-10-27 10:02:30'},\n {'level': 'WARNING',\n  'message': 'Low disk space detected.',\n  'timestamp': '2023-10-27 10:03:45'},\n {'level': 'INFO',\n  'message': 'Another successful operation.',\n  'timestamp': '2023-10-27 10:04:00'}]\nPASS\n"",""stderr"":"""",""evaluation_status"":""all_tests_passed""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-01,true,100,5555.73762502172,125,410,,"{""name"": ""Dr. Sarah Chen, Ph.D."", ""title"": ""Senior Research Scientist"", ""company"": ""BioGen Therapeutics, Inc."", ""address"": ""1420 Harbor Blvd, Suite 300"", ""city"": ""San Diego"", ""state"": ""CA"", ""zip"": ""92101"", ""phone"": ""(858) 555-0147"", ""email"": ""s.chen@biogentherapeutics.com"", ""linkedin_url"": ""linkedin.com/in/sarahchen-phd""}",,,,,,,,"{""scenario_id"":""DE-01"",""evaluation_status"":""pass"",""summary"":""10/10 atomic fields correct (100%). shape ok, fields only, no missing fields."",""note"":"""",""category"":""A"",""title"":""Business Card / Contact Info""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-02,false,62,9034.103167010471,247,491,items.price: expected number | items.price: expected number | items.price: expected number | subtotal: expected number | tax_amount: expected number | total: expected number,"{
  ""store_name"": ""URBAN BEAN COFFEE"",
  ""store_address"": ""847 Market Street\nSan Francisco, CA 94103"",
  ""date"": ""03/15/2026"",
  ""time"": ""08:42 AM"",
  ""items"": [
    {
      ""name"": ""Americano (L)"",
      ""price"": ""$4.75""
    },
    {
      ""name"": ""Oat Milk Latte (M)"",
      ""price"": ""$5.50""
    },
    {
      ""name"": ""Blueberry Muffin"",
      ""price"": ""$3.25""
    }
  ],
  ""subtotal"": ""$13.50"",
  ""tax_rate"": ""8.625%"",
  ""tax_amount"": ""$1.16"",
  ""total"": ""$14.66"",
  ""payment_method"": ""Visa"",
  ",,,,,,,,"{""scenario_id"":""DE-02"",""evaluation_status"":""partial"",""summary"":""10/16 atomic fields correct (62%). shape ok, fields only, no missing fields."",""note"":""items.price: expected number | items.price: expected number | items.price: expected number | subtotal: expected number | tax_amount: expected number | total: expected number"",""category"":""A"",""title"":""Receipt / Invoice""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-03,false,67,7860.564916976728,212,512,experience_years_min: expected number | salary_max: expected number | salary_min: expected number | work_model: mismatch,"{
  ""job_title"": ""Senior Frontend Engineer"",
  ""location"": ""Austin, TX"",
  ""work_model"": ""Hybrid - 3 days in office"",
  ""team"": ""Product Engineering"",
  ""reports_to"": ""VP of Engineering"",
  ""salary_min"": ""$145,000"",
  ""salary_max"": ""$185,000"",
  ""required_skills"": [
    ""React"",
    ""TypeScript"",
    ""CSS-in-JS"",
    ""accessibility (WCAG 2.1)""
  ],
  ""preferred_skills"": [
    ""GraphQL"",
    ""Storybook"",
    ""animation (Framer Motion)""
  ],
  ""experience_years_min"": ""3+"",
  ""apply_url"": ""careers.",,,,,,,,"{""scenario_id"":""DE-03"",""evaluation_status"":""partial"",""summary"":""8/12 atomic fields correct (67%). shape ok, fields only, no missing fields."",""note"":""experience_years_min: expected number | salary_max: expected number | salary_min: expected number | work_model: mismatch"",""category"":""A"",""title"":""Job Posting""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-04,true,86,3386.7693330103066,76,554,,"{""meeting_name"": ""sprint planning"", ""day"": ""Thursday"", ""time"": ""10am"", ""room"": ""Maple room"", ""organizer_name"": ""Lisa Park"", ""organizer_email"": ""lisa.p@company.com"", ""note"": ""bring your laptops, we're gonna do live estimation this time""}",,,,,,,,"{""scenario_id"":""DE-04"",""evaluation_status"":""pass"",""summary"":""6/7 atomic fields correct (86%). shape ok, fields only, no missing fields."",""note"":""room: mismatch"",""category"":""B"",""title"":""Informal Email Thread""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-05,false,36,8134.8533750278875,212,602,battery_life_hours: expected number | charging_type: mismatch | competitor_1_price: expected number | product_name: mismatch | product_price_original: expected number | product_price_paid: expected number | rating_stars: expected number | recommendation: mismatch | weight_grams: expected number,"{""product_name"": ""XR-7500 Pro noise-cancelling headphones"", ""product_price_paid"": ""$279"", ""product_price_original"": ""$329"", ""rating_stars"": ""★★★★☆"", ""reviewer_name"": ""TechDad_42"", ""battery_life_hours"": ""38 hours"", ""weight_grams"": ""254g"", ""bluetooth_version"": ""5.3"", ""charging_type"": ""USB-C charging"", ""competitor_1_name"": ""Sony WH-1000XM5"", ""competitor_1_price"": ""$348"", ""competitor_2_name"": ""Bose QC45s"", ""complaint"": ""the app (v3.2.1) is buggy on Android 14. Crashes when trying to customize EQ."", ",,,,,,,,"{""scenario_id"":""DE-05"",""evaluation_status"":""fail"",""summary"":""5/14 atomic fields correct (36%). shape ok, fields only, no missing fields."",""note"":""battery_life_hours: expected number | charging_type: mismatch | competitor_1_price: expected number | product_name: mismatch | product_price_original: expected number | product_price_paid: expected number | rating_stars: expected number | recommendation: mismatch | weight_grams: expected number"",""category"":""B"",""title"":""Product Review with Embedded Specs""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-06,false,53,7065.569208003581,185,529,blood_pressure_diastolic: expected number | blood_pressure_systolic: expected number | heart_rate: expected number | medication_dose: mismatch | oxygen_saturation: expected number | referral: expected null | temperature: expected number,"{""patient_name"": ""Margaret Liu"", ""date_of_birth"": ""5/12/1958"", ""visit_date"": ""3-20-2026"", ""provider"": ""Dr. Patel"", ""chief_complaint"": ""persistent cough x 3 weeks, worse at night"", ""blood_pressure_systolic"": ""128"", ""blood_pressure_diastolic"": ""82"", ""heart_rate"": ""76"", ""temperature"": ""98.4"", ""oxygen_saturation"": ""97%"", ""assessment"": ""likely post-nasal drip r/t seasonal allergies"", ""medication_name"": ""fluticasone propionate"", ""medication_dose"": ""50mcg"", ""medication_duration"": ""30 days"", ""referral"":",,,,,,,,"{""scenario_id"":""DE-06"",""evaluation_status"":""fail"",""summary"":""8/15 atomic fields correct (53%). shape ok, fields only, no missing fields."",""note"":""blood_pressure_diastolic: expected number | blood_pressure_systolic: expected number | heart_rate: expected number | medication_dose: mismatch | oxygen_saturation: expected number | referral: expected null | temperature: expected number"",""category"":""B"",""title"":""Handwritten-Style Notes (OCR Simulation)""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-07,false,71,10967.412375001004,301,512,location: mismatch | note: mismatch | location: mismatch | note: mismatch | hourly_rate: expected number | note: mismatch,"[
  {
    ""name"": ""Marcus Washington"",
    ""role"": ""Senior Designer"",
    ""location"": ""NYC office"",
    ""email"": ""m.washington@studio.com"",
    ""phone"": ""212-555-0189"",
    ""hourly_rate"": null,
    ""note"": ""taking over the Acme rebrand from Sarah. He'll be on-site in Chicago next week.""
  },
  {
    ""name"": ""Sarah Kim"",
    ""role"": null,
    ""location"": ""relocating from Chicago to the LA office"",
    ""email"": ""sarah.k@studio.com"",
    ""phone"": null,
    ""hourly_rate"": null,
    ""note"": ""transiti",,,,,,,,"{""scenario_id"":""DE-07"",""evaluation_status"":""partial"",""summary"":""15/21 atomic fields correct (71%). shape ok, fields only, no missing fields."",""note"":""location: mismatch | note: mismatch | location: mismatch | note: mismatch | hourly_rate: expected number | note: mismatch"",""category"":""C"",""title"":""Multiple People in One Document""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-08,true,90,5594.735167018371,137,547,,"{
  ""event_name"": ""Annual Company Picnic"",
  ""date"": ""Saturday, June 14"",
  ""start_time"": ""11:30 AM"",
  ""end_time"": ""4:00 PM"",
  ""location_park"": ""Lincoln Park"",
  ""location_shelter"": ""Shelter A"",
  ""rsvp_deadline"": ""May 15"",
  ""rsvp_email"": ""events@company.com"",
  ""catering_company"": ""Fresh Bites"",
  ""catering_price_per_person"": ""$25/person""
}",,,,,,,,"{""scenario_id"":""DE-08"",""evaluation_status"":""pass"",""summary"":""9/10 atomic fields correct (90%). shape ok, fields only, no missing fields."",""note"":""catering_price_per_person: expected number"",""category"":""C"",""title"":""Conflicting Information""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-09,false,60,4322.243458009325,101,600,attendee_count: expected number | date: mismatch | requester_name: mismatch | room: mismatch,"{""requester_name"": ""Alice"", ""requester_email"": ""alice@company.com"", ""room"": ""Atlas room"", ""date"": ""March 28, 2026"", ""start_time"": ""2:00 PM"", ""end_time"": ""3:30 PM"", ""attendee_count"": ""8"", ""needs_projector"": true, ""needs_whiteboard"": true, ""needs_catering"": false}",,,,,,,,"{""scenario_id"":""DE-09"",""evaluation_status"":""partial"",""summary"":""6/10 atomic fields correct (60%). shape ok, fields only, no missing fields."",""note"":""attendee_count: expected number | date: mismatch | requester_name: mismatch | room: mismatch"",""category"":""C"",""title"":""Nested Quotes — Email Within Email""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-10,true,90,3297.894040995743,80,460,,"{""restaurant_name"": ""Sakura Sushi"", ""cuisine_type"": ""Sushi"", ""neighborhood"": ""Nob Hill neighborhood"", ""street_address"": null, ""chef_name"": null, ""price_paid"": null, ""visit_duration"": ""about 2 hours"", ""rating_score"": null, ""reservation_required"": null, ""parking_available"": null}",,,,,,,,"{""scenario_id"":""DE-10"",""evaluation_status"":""pass"",""summary"":""9/10 atomic fields correct (90%). shape ok, fields only, no missing fields."",""note"":""neighborhood: expected null"",""category"":""D"",""title"":""The Over-Extraction Trap""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-11,true,86,2916.421875008382,68,493,,"{""destination"": ""Lake Tahoe"", ""budget_per_person"": ""$450"", ""start_date"": ""April 11"", ""end_date"": ""April 13"", ""num_rooms"": 6, ""hotel_name"": ""Mountain View Lodge"", ""total_attendees"": null}",,,,,,,,"{""scenario_id"":""DE-11"",""evaluation_status"":""pass"",""summary"":""6/7 atomic fields correct (86%). shape ok, fields only, no missing fields."",""note"":""budget_per_person: expected number"",""category"":""D"",""title"":""Negation and Correction in Text""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-12,false,50,6468.053958000382,170,583,battery_life_hours: expected number | complaint: mismatch | price: expected number | product_name: mismatch | ram_gb: expected number | rating: expected number | weight_kg: expected number,"{""product_name"": ""ZenBook Pro 15 laptop"", ""brand"": ""ASUS"", ""price"": ""$1,299"", ""store"": ""Best Buy"", ""display_type"": ""OLED"", ""display_size"": ""15-inch"", ""ram_gb"": ""16GB"", ""processor"": ""i7-13700H"", ""storage"": ""512GB SSD"", ""battery_life_hours"": ""about 10 hours"", ""weight_kg"": ""1.8kg"", ""rating"": ""4/5 stars"", ""operating_system"": null, ""complaint"": ""came with McAfee preinstalled and a bunch of other bloatware. The ASUS customer support was also pretty bad when I called about a driver issue.""}",,,,,,,,"{""scenario_id"":""DE-12"",""evaluation_status"":""fail"",""summary"":""7/14 atomic fields correct (50%). shape ok, fields only, no missing fields."",""note"":""battery_life_hours: expected number | complaint: mismatch | price: expected number | product_name: mismatch | ram_gb: expected number | rating: expected number | weight_kg: expected number"",""category"":""D"",""title"":""Decoy Entity — Don't Extract the Wrong Thing""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-13,false,59,19548.56483399635,538,819,discounts.amount: expected number | discounts.amount: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | payment_method: mismatch | subtotal: expected number | total_due: expected number,"{
""invoice_number"": ""INV-2026-0847"",
""vendor_name"": ""CloudTech Solutions, LLC"",
""vendor_address"": ""123 Innovation Way, Seattle, WA 98101"",
""vendor_tax_id"": ""91-7654321"",
""client_name"": ""Meridian Corp"",
""client_po"": ""MC-2026-445"",
""invoice_date"": ""March 15, 2026"",
""due_date"": ""April 14, 2026"",
""payment_terms"": ""Net 30"",
""line_items"": [
{
""description"": ""Cloud Hosting - Pro Plan"",
""qty"": 12,
""unit_price"": ""$149.00"",
""amount"": ""$1,788.00""
},
{
""description"": ""API Gateway - Standard"",
""qty"": 1,
""uni",,,,,,,,"{""scenario_id"":""DE-13"",""evaluation_status"":""fail"",""summary"":""22/37 atomic fields correct (59%). shape ok, fields only, no missing fields."",""note"":""discounts.amount: expected number | discounts.amount: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | line_items.amount: expected number | line_items.unit_price: expected number | payment_method: mismatch | subtotal: expected number | total_due: expected number"",""category"":""E"",""title"":""Multi-Section Invoice with Discounts""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-14,false,35,10003.086125012487,268,639,anc_type: mismatch | battery_life_earbuds_hours: expected number | battery_life_with_case_hours: expected number | case_weight_grams: expected number | array values did not match expected set | earbud_weight_grams: expected number | array values did not match expected set | price_jpy: expected number | product_name: mismatch | product_type: mismatch | seller_name: mismatch,"{
""product_name"": ""AirPulse X3 Wireless Earbuds"",
""product_type"": ""ワイヤレスイヤホン"",
""price_jpy"": ""12,980"",
""tax_included"": true,
""colors"": [
""ミッドナイトブラック (Midnight Black)"",
""パールホワイト (Pearl White)"",
""サクラピンク (Sakura Pink)""
],
""driver_size"": ""10mm"",
""bluetooth_version"": ""5.3"",
""battery_life_earbuds_hours"": ""8時間"",
""battery_life_with_case_hours"": ""32時間"",
""water_resistance_rating"": ""IPX5"",
""earbud_weight_grams"": ""5.2g"",
""case_weight_grams"": ""42g"",
""has_anc"": true,
""anc_type"": ""アダプティブ"",
""included_items"": [
""",,,,,,,,"{""scenario_id"":""DE-14"",""evaluation_status"":""fail"",""summary"":""6/17 atomic fields correct (35%). shape ok, fields only, no missing fields."",""note"":""anc_type: mismatch | battery_life_earbuds_hours: expected number | battery_life_with_case_hours: expected number | case_weight_grams: expected number | array values did not match expected set | earbud_weight_grams: expected number | array values did not match expected set | price_jpy: expected number | product_name: mismatch | product_type: mismatch | seller_name: mismatch"",""category"":""E"",""title"":""Multi-Language Document""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,dataextract,de-15,true,100,2763.8428329955786,69,434,,"{""company_name"": null, ""founding_year"": null, ""ceo_name"": null, ""employee_count"": null, ""headquarters_city"": null, ""industry"": null, ""annual_revenue"": null, ""phone_number"": null, ""email"": null, ""website_url"": null}",,,,,,,,"{""scenario_id"":""DE-15"",""evaluation_status"":""pass"",""summary"":""10/10 atomic fields correct (100%). shape ok, fields only, no missing fields."",""note"":"""",""category"":""E"",""title"":""The Empty Document Trap""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,instructfollow,if-01,true,100,1931.6357499919832,44,139,,"1. Exercise improves cardiovascular health.
2. It helps manage weight effectively.
3. Regular activity boosts mood greatly.
4. Exercise strengthens your muscles well.
5. It reduces stress levels naturally.",,,,,,,,"{""matched_rules"":2,""total_rules"":2,""checks"":{""five_numbered_items"":true,""period_and_word_count"":true},""evaluation_status"":""pass""}"
qat_e2b_e4b_sampler_sweep_all_suites,gemma-4-E2B-it-qat-UD-Q4_K_XL,sweep,temp080_top_p085_top_k40,0.8,0.85,40,2026-06-06T10:12:23.332552+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,results/benchloop/qat-e2b-e4b-sampler-sweep-all-suites/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40.run.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-temp080_top_p085_top_k40,instructfollow,if-02,true,100,970.7388750102837,17,147,,"Vast blue water.
Waves crash on shore.
Deep secrets hide.",,,,,,,,"{""matched_rules"":2,""total_rules"":2,""checks"":{""three_lines"":true,""word_counts_3_4_3"":true},""evaluation_status"":""pass""}"
